text,headlines
What position does Olaf Kolzig play?,SELECT Position FROM table WHERE Player = Olaf Kolzig
What team drafted a player from Sweden?,SELECT NHL team FROM table WHERE Nationality = Sweden
"How many company commanders were commissioned or elected on November 12, 1861?","SELECT COUNT Company Commander FROM table WHERE Date of Election/Commission = November 12, 1861"
"What are the counties who company commander is Captain James R. Jackson and whose election of commission date is April 29, 1861?","SELECT County FROM table WHERE Date of Election/Commission = April 29, 1861 AND Company Commander = Captain James R. Jackson"
In the 250 series on clay what were the scores?,SELECT Score FROM table WHERE Surface = Clay AND Category = 250 series
what is the most amount of cattle where they live in british columbia,SELECT MAX Number of Dairy Cows FROM table WHERE Province = British Columbia
what is the most number where cattle is 13000,SELECT COUNT Province FROM table WHERE Number of Dairy Cows = 13000
what is the amount where the area is new brunswick,SELECT Production (hectolitres) FROM table WHERE Province = New Brunswick
what is the location where there are over 200 cattle businesses,SELECT Province FROM table WHERE Number of Dairy Farms = 200
what is the least amount of cattle head,SELECT MIN Number of Dairy Cows FROM table
what is the least amount of milk cattle in ontario,SELECT MIN Number of Dairy Cows FROM table WHERE Province = Ontario
"How many millions of U.S viewers watched the episode titled ""Miss Mystic Falls""?","SELECT U.S. viewers (million) FROM table WHERE Title = ""Miss Mystic Falls"""
What is the production code of the episode that was watched by 3.81 million U.S. viewers? ,SELECT Production code FROM table WHERE U.S. viewers (million) = 3.81
"Who wrote the episode titled ""There Goes the Neighborhood""? ","SELECT Written by FROM table WHERE Title = ""There Goes the Neighborhood"""
Who wrote the episode with a production code of 116?,SELECT Written by FROM table WHERE Production Code = 116
"What number episode in the series had and original United States air date of December 24, 2010?","SELECT MAX Series # FROM table WHERE United States Original Airdate = December 24, 2010"
"What number episode in the series was titled ""My Fair Rebound""?","SELECT Series # FROM table WHERE Title = ""My Fair Rebound"""
"Who wrote the episode directed by Jos Humphrey that had an original Canadian air date that was unknown and a United States original air date of August 27, 2011?","SELECT Written by FROM table WHERE Directed by = Jos Humphrey AND Canada Original Airdate = Unknown AND United States Original Airdate = August 27, 2011"
What is the original United States air date of the episode written by Mike Ferris? ,SELECT United States Original Airdate FROM table WHERE Written by = Mike Ferris
Who was Andrew and Georgies guest when Jamie and Johns guest was Joe Calzaghe?,SELECT Andrew and Georgies guest FROM table WHERE Jamie and Johns guest = Joe Calzaghe
What were the scores when Jamie and Johns guest was Phillips Idowu?,SELECT Scores FROM table WHERE Jamie and Johns guest = Phillips Idowu
When was episode 02x02 first broadcast?,SELECT First broadcast FROM table WHERE Episode = 02x02
Who was Andrew and Georgies guest when Jamie and Johns guest was Jessica Ennis?,SELECT Andrew and Georgies guest FROM table WHERE Jamie and Johns guest = Jessica Ennis
When was episode 02x07 first broadcast?,SELECT First broadcast FROM table WHERE Episode = 02x07
List all the MCs with peak ranking of 6 who were inducted in 2007.,SELECT Top MC FROM table WHERE Year inducted = 2007 AND Peak ranking = 6
List all the MCs with 5 appearances who were inducted in 2007?,SELECT Top MC FROM table WHERE Appearances = 5 AND Year inducted = 2007
How many appearances by Meek Mill?,SELECT MAX Appearances FROM table WHERE Top MC = Meek Mill
"What are the championship venues where the score was 6–7 (4–7) , 3–6?","SELECT Championship FROM table WHERE Score = 6–7 (4–7) , 3–6"
On what surface was the Australian Open (6) played on?,SELECT Surface FROM table WHERE Championship = Australian Open (6)
Who was Bob Bryan's partner/s on a hard surface in 2003?,SELECT Partner FROM table WHERE Year = 2003 AND Surface = Hard
"which vessel area was called for on november 30, 1970","SELECT Shipyard FROM table WHERE Commissioned = November 30, 1970"
"what project was initially started before september 20, 1968","SELECT Commissioned FROM table WHERE Launched = September 20, 1968"
"when was the first start date that actually began on august 6, 1969","SELECT Launched FROM table WHERE Commissioned = August 6, 1969"
"where is the boat area that began on november 30, 1970","SELECT Shipyard FROM table WHERE Commissioned = November 30, 1970"
Who directed the episode with production code ip01003? ,SELECT Directed by FROM table WHERE Production code = IP01003
How many poles does the European F3 Open series have?,SELECT Poles FROM table WHERE Series = European F3 Open
What is the maximum season that has exactly 2 podiums?,SELECT MAX Season FROM table WHERE Podiums = 2
"How many episodes of the season had the title, ""world's greatest dick""?","SELECT COUNT No. in season FROM table WHERE Title = ""World's Greatest Dick"""
"How many dates did ""dick jokes"" originally air on?","SELECT COUNT Original air date FROM table WHERE Title = ""Dick Jokes"""
"Who wrote ""romeo & Juliet & dick""?","SELECT Written by FROM table WHERE Title = ""Romeo & Juliet & Dick"""
Who wrote episode 23 of the season?,SELECT Written by FROM table WHERE No. in season = 23
How many seasons are there for the 3rd position?,SELECT COUNT Season FROM table WHERE Position = 3rd
What season was the team autosport academy?,SELECT MAX Season FROM table WHERE Team = Autosport Academy
What is the series for race 7,SELECT Series FROM table WHERE Races = 7
What season shows podium 7?,SELECT MIN Season FROM table WHERE Podiums = 7
How many French heads of state have a head of mission of Xavier Daufresne de la Chevalerie?,SELECT COUNT French Head of State FROM table WHERE Head of mission = Xavier Daufresne de la Chevalerie
What city is Tiffin University located in?,SELECT Location - City FROM table WHERE Institution = Tiffin University
What is the enrollment at the private university?,SELECT Enrollment FROM table WHERE Affiliation = Private
What is the original air date when the director is Rowan Woods and the writer is Peter Duncan?,SELECT Originalair date FROM table WHERE Director = Rowan Woods AND Writer = Peter Duncan
How many sources are there for south africa?,SELECT COUNT Source(s) FROM table WHERE Country / region = South Africa
What is the premiere date of the american disney xd tron uprising site?,SELECT Series premiere FROM table WHERE Source(s) = American Disney XD Tron Uprising Site
What country is in the region of France?,SELECT Title in country FROM table WHERE Country / region = France
"What is airing for the series premiere of  june 7, 2012?","SELECT Airing? FROM table WHERE Series premiere = June 7, 2012"
What is showing for airing in south africa?,SELECT Airing? FROM table WHERE Country / region = South Africa
What is the title in Canada?,SELECT Title in country FROM table WHERE Country / region = Canada
What was the best finish for 206 on the money list?,SELECT Best finish FROM table WHERE Money list rank = 206
How many ranks on the money list had a best finish of t10?,SELECT COUNT Money list rank FROM table WHERE Best finish = T10
Which money list ranks had a best finish of 2?,SELECT COUNT Money list rank FROM table WHERE Best finish = 2
What is Jonathan Kaye's money list ranking?,SELECT COUNT Money list rank FROM table WHERE Player = Jonathan Kaye
Where is Cameron Beckman's rank on the money list?,SELECT Money list rank FROM table WHERE Player = Cameron Beckman
When 6 is the w what is the pa?,SELECT PA FROM table WHERE W = 6
When 5 is the l what is the lowest amount of stolen ends?,SELECT MIN Stolen Ends FROM table WHERE L = 5
When 52 is the ends won what is the skip(club)?,SELECT Skip (Club) FROM table WHERE Ends Won = 52
When jeff currie (port arthur) is the skip (club) what is the lowest amount of stolen ends?,SELECT MIN Stolen Ends FROM table WHERE Skip (Club) = Jeff Currie (Port Arthur)
How many million people in the US saw the episode with production code 105?,SELECT U.S. viewers (millions) FROM table WHERE Production code = 105
Who directed the episode that had 1.48 million viewers in the U.S.?,SELECT Directed by FROM table WHERE U.S. viewers (millions) = 1.48
what is the status for seed 14,SELECT Status FROM table WHERE Seed = 14
which player had the status to the fourth round lost to tsvetana pironkova [32] Answers:,SELECT Player FROM table WHERE Status = Fourth round lost to Tsvetana Pironkova [32]
how many new points does the player roberta vinci have?,SELECT MAX New points FROM table WHERE Player = Roberta Vinci
How many o-19% are where the quartier is in saint-loup?,SELECT % 0-19 years FROM table WHERE Quartier = Saint-Loup
how many 20-39% are in pont-de-vivaux?,SELECT COUNT % 20-39 years FROM table WHERE Quartier = Pont-de-Vivaux
the quartier menpenti has how many 40-59 year olds?,SELECT % 40-59 years FROM table WHERE Quartier = Menpenti
What episode number in the series was directed by Winrich Kolbe?,SELECT MIN No. in series FROM table WHERE Directed by = Winrich Kolbe
"What episode number in the season is ""many happy returns""?","SELECT MAX No. in season FROM table WHERE Title = ""Many Happy Returns"""
"How many episodes in the season were named ""knight sting""?","SELECT COUNT No. in season FROM table WHERE Title = ""Knight Sting"""
What is the position for the university of akron michigan bucks affiliation ,SELECT Position FROM table WHERE Affiliation = University of Akron Michigan Bucks
What is the position for the university of north carolina carolina dynamo affiliation ,SELECT Position FROM table WHERE Affiliation = University of North Carolina Carolina Dynamo
how many pick# does the chivas usa  mls team have,SELECT MAX Pick # FROM table WHERE MLS team = Chivas USA
how many pick# does the university of akron reading united michigan bucks affiliation have,SELECT COUNT Pick # FROM table WHERE Affiliation = University of Akron Reading United Michigan Bucks
what is the position for the united states u-20 affiliation ,SELECT Position FROM table WHERE Affiliation = United States U-20
How many stolen ends did the skipper whose locale was British Columbia have? ,SELECT MIN Stolen Ends FROM table WHERE Locale = British Columbia
What is the title of the episode with a production code of FL209?,SELECT Title FROM table WHERE Production code = FL209
Who directed the episode that was watched by 2.67 million U.S. viewers?,SELECT Directed by FROM table WHERE U.S. viewers (million) = 2.67
"What number episode in the season was titled ""Shattered""?","SELECT MAX Season # FROM table WHERE Title = ""Shattered"""
What is the lowest value for int. caps?,SELECT MIN Int. caps FROM table
"How many trains are there for the route via trivandrum, ernakulam, newdelhi?","SELECT COUNT Train number FROM table WHERE Route/Via. = Trivandrum, Ernakulam, NewDelhi"
What is the route for the destination of  guruvayur?,SELECT Route/Via. FROM table WHERE Destination = Guruvayur
How many route/via's are there for the ernad express?,SELECT COUNT Route/Via. FROM table WHERE Train name = Ernad Express
"What is the destination of the route kulitthurai,neyyattinkara?","SELECT Destination FROM table WHERE Route/Via. = Kulitthurai,Neyyattinkara"
What is the train number for the train name island express with a destination of kanniyakumari?,SELECT Train number FROM table WHERE Train name = Island Express AND Destination = Kanniyakumari
How many reservations for sc/st are there in constituency 191?,SELECT COUNT Reservation for SC/ST FROM table WHERE Constituency No. = 191
Which locations had their first year in 2001? ,SELECT Location FROM table WHERE First year = 2001
How many editions did Club Q-base concept have ? ,SELECT COUNT Number of editions FROM table WHERE Concept = Club Q-BASE
What is the lowest value for runs when the average is 42.36?,SELECT MIN Runs FROM table WHERE Average = 42.36
How many entries for 50 occur when strike rate is 92.81?,SELECT COUNT 50 FROM table WHERE Strike rate = 92.81
What is the lowest value for innings?,SELECT MIN Innings FROM table
What is every strike rate when cathces/stumpings is 13/1?,SELECT Strike rate FROM table WHERE Catches/Stumpings = 13/1
What is every high score for a strike rate of 84.88?,SELECT High Score FROM table WHERE Strike rate = 84.88
How many entries for 100 occur when the average is 15.78?,SELECT COUNT 100 FROM table WHERE Average = 15.78
What is the chromosomal location of il-1β?,SELECT Chromosomal location FROM table WHERE Name = IL-1β
What are the coreceptors of the chromosomes in that location 11q22.2-q22.3?,SELECT Coreceptor FROM table WHERE Chromosomal location = 11q22.2-q22.3
How many different chromosomal locations are there in the family il-1f8?,SELECT COUNT Chromosomal location FROM table WHERE Family name = IL-1F8
Where is il-36β located?,SELECT Chromosomal location FROM table WHERE Name = IL-36β
What are the names listed in the family  il-1f2?,SELECT Name FROM table WHERE Family name = IL-1F2
Which chromosomes have an unknown property?,SELECT Name FROM table WHERE Property = Unknown
Name the least mister international,SELECT MIN Mister International FROM table
Name the most total for south korea,SELECT MAX Total FROM table WHERE Country/Territory = South Korea
Name the semifinalists for singapore,SELECT Semifinalists FROM table WHERE Country/Territory = Singapore
Name the number of semifinalists for 19 rank,SELECT COUNT Semifinalists FROM table WHERE Rank = 19
"Where was d: ~50nm, l: ~600nm geometry researched?","SELECT Researched at FROM table WHERE Geometry = D: ~50nm, L: ~600nm"
How many materials are there for output power of ~0.1 pw per cycle (calculated)?,SELECT COUNT Material FROM table WHERE Output power = ~0.1 pW per cycle (calculated)
What is the output power for the v p =~3 mv output voltage?,SELECT Output power FROM table WHERE Output voltage = V P =~3 mV
How many synthesis are there for 5~16.2 pw per cycle (calculated) output power?,SELECT COUNT Synthesis FROM table WHERE Output power = 5~16.2 pW per cycle (calculated)
"Where was d: ~100nm, l: 1 μm geometry researched?","SELECT Researched at FROM table WHERE Geometry = D: ~100nm, L: 1 μm"
"Where was d: 25~70nm, l: 10~20 μm geometry researched?","SELECT Researched at FROM table WHERE Geometry = D: 25~70nm, L: 10~20 μm"
Who are all providers with destination of Liverpool?,SELECT Provider FROM table WHERE Destination = Liverpool
What is every entry for intermediate stops for the destination of Manchester?,SELECT Intermediate stops FROM table WHERE Destination = Manchester
How many route numbers occur for the origin of Birmingham and destination of Bristol?,SELECT COUNT Route Number FROM table WHERE Origin = Birmingham AND Destination = Bristol
What is every origin for the destination of Manchester?,SELECT Origin FROM table WHERE Destination = Manchester
How many providers have a destination of Blackpool?,SELECT COUNT Provider FROM table WHERE Destination = Blackpool
What is the maximum number of starts?,SELECT MAX Starts FROM table
What is the maximum number of poles?,SELECT MAX Poles FROM table
What is the minimum number of poles?,SELECT MIN Poles FROM table
What is the minimum number of poles?,SELECT MIN Poles FROM table
"Name the date for  s. valentino alla muta , italia","SELECT Date FROM table WHERE Location = S. Valentino Alla Muta , Italia"
Name the date for 2011 and position larger than 2.0,SELECT Date FROM table WHERE Season = 2011 AND Position > 2.0
Name the discipline for 1561 fis points,SELECT Discipline FROM table WHERE FIS points = 1561
Name the position for fis points being 3495,SELECT Position FROM table WHERE FIS points = 3495
who was the umpire when the wc match was 10,SELECT Umpire FROM table WHERE WC Matches = 10
what is the number of the wc matches if the matches were 79,SELECT MAX WC Matches FROM table WHERE Matches = 79
in which country whe wc maches was 15,SELECT Country FROM table WHERE WC Matches = 15
what is the number of the least matches,SELECT MIN Matches FROM table
if the matches are 16 what is the wc matches,SELECT MAX WC Matches FROM table WHERE Matches = 16
Which barony contains a townland with an area 24 acres?,SELECT Barony FROM table WHERE Area( acres ) = 24
How many different civil parishes is Canrooska a part of?,SELECT COUNT Civil parish FROM table WHERE Townland = Canrooska
What poor law union is Curradonohoe a part of?,SELECT Poor law union FROM table WHERE Townland = Curradonohoe
What is the barony for the Ballintaggart townland?,SELECT Barony FROM table WHERE Townland = Ballintaggart
What is the poor law union for the Barnahely towland?,SELECT Poor law union FROM table WHERE Townland = Barnahely
What is the barony of the townland whose area is 150 acres? ,SELECT Barony FROM table WHERE Area( acres ) = 150
In which townlands is the civil parish Monkstown? ,SELECT Townland FROM table WHERE Civil parish = Monkstown
Which townland has an area of 165 acres?,SELECT Townland FROM table WHERE Area( acres ) = 165
Name the total number of barony for kilmore,SELECT COUNT Barony FROM table WHERE Townland = Kilmore
Name the poor law union for area being 332,SELECT COUNT Poor law union FROM table WHERE Area( acres ) = 332
How many townlands are there for caheragh and is larger than 270 acres?,SELECT COUNT Townland FROM table WHERE Civil parish = Caheragh AND Area( acres ) = 270
Which civil parish is for the townland clooncugger?,SELECT Civil parish FROM table WHERE Townland = Clooncugger
How many poor law unions have an area of 262 acres and is in drinagh civil parish?,SELECT COUNT Poor law union FROM table WHERE Area( acres ) = 262 AND Civil parish = Drinagh
How many current account balances are associated with GDP at constant prices growth rates of 4.6?,SELECT COUNT Current account balance (percent of GDP) FROM table WHERE GDP at constant prices growth rate (percent change) = 4.6
How many export volume of goods/services values are associated with GDP at constant prices values of 3.072?,SELECT COUNT Export volume of goods and services (percent change) FROM table WHERE GDP at constant prices (THB trillions) = 3.072
How many export volume of goods and services values are associated with GDP at current prices of 161.340?,SELECT COUNT Export volume of goods and services (percent change) FROM table WHERE GDP at current prices (USD billions) = 161.340
What is the current account balance for an export volume of goods and service value of -4.2?,SELECT Current account balance (percent of GDP) FROM table WHERE Export volume of goods and services (percent change) = -4.2
What is the current account balance for a GDP at current prices of 142.640?,SELECT Current account balance (percent of GDP) FROM table WHERE GDP at current prices (USD billions) = 142.640
What is the GDP at constant prices for a current account balance of 12.8?,SELECT GDP at constant prices (THB trillions) FROM table WHERE Current account balance (percent of GDP) = 12.8
Tell me the games for total less than 4 for swimming 1968,SELECT Games FROM table WHERE Total < 4 AND Sport = swimming AND Years = 1968
Tell me the total number of bronze for silver being 0 and sport of wrestling and total more than 3,SELECT COUNT Bronze FROM table WHERE Silver = 0 AND Sport = wrestling AND Total > 3
Tell me the lowest Bronze for gold of 3 in the winter for cross-country skiing and silver less than 0,SELECT MIN Bronze FROM table WHERE Gold = 3 AND Games = winter AND Sport = cross-country skiing AND Silver < 0
What is the lowest round for an offensive guard when the overall is smaller than 150?,SELECT MIN Round FROM table WHERE Overall < 150 AND Position = offensive guard
Which college was the player selected from in round 1?,SELECT College FROM table WHERE Round = 1
Tell me the DA for bureau chief ada,SELECT District Attorney FROM table WHERE Position = bureau chief ada
Tell me the left office for enrico la loggia,SELECT Left office FROM table WHERE Minister = enrico la loggia
Tell me the portfolio of minister of carlo giovanardi,SELECT Portfolio FROM table WHERE Minister = carlo giovanardi
Tell me the left office for mirko tremaglia,SELECT Left office FROM table WHERE Minister = mirko tremaglia
What School/Club Team has a Player named Juan Dixon and a Position of guard?,SELECT School/Club Team FROM table WHERE Position = guard AND Player = juan dixon
Which Player's Position is guard and played in Toronto during the Years 2007-08?,SELECT Player FROM table WHERE Position = guard AND Years in Toronto = 2007-08
What Player is from Argentina and whose position is a guard-forward?,SELECT Player FROM table WHERE Position = guard-forward AND Nationality = argentina
What School/Club Team played in Toronto during 2012?,SELECT School/Club Team FROM table WHERE Years in Toronto = 2012
What was the result of the syracuse grand prix?,SELECT Result FROM table WHERE Event = syracuse grand prix
What year has a result of 3 in the venue of Jarama.,SELECT MIN Year FROM table WHERE Result = 3 AND Venue = jarama
Tell me the highest opponents for record of 7-3 and vikings points more than 7,SELECT MAX Opponents FROM table WHERE Record = 7-3 AND Vikings points > 7
Tell me the most attendance for game less than 1,SELECT MAX Attendance FROM table WHERE Game < 1
Tell me the surface of 2 december 1974,SELECT Surface FROM table WHERE Date = 2 december 1974
"Name the score for moscow, ussr 15 february 1971","SELECT Score in the final FROM table WHERE Location = moscow, ussr AND Date = 15 february 1971"
Name the lowest year for 12th position,SELECT MIN Year FROM table WHERE Position = 12th
Tell me the competition for half marathon,SELECT Competition FROM table WHERE Notes = half marathon
Tell me the category of na director,SELECT Category FROM table WHERE Director = na
I want to know the highest heat rank for overall rank of t63 and time less than 25.47,SELECT MAX Heat Rank FROM table WHERE Overall Rank = t63 AND Time < 25.47
Tell me the country for lane of 6,SELECT Country FROM table WHERE Lane = 6
Tell me the overall rank for heat rank of 8,SELECT Overall Rank FROM table WHERE Heat Rank = 8
What Name has the 2012 Club Radnički?,SELECT Name FROM table WHERE 2012 club = radnički
Tell me the position of chris clark,SELECT Position FROM table WHERE Player = chris clark
Tell me the nhl team for 74,SELECT NHL team FROM table WHERE Pick = 74
Tell me the pick for canada centre,SELECT Pick FROM table WHERE Position = centre AND Nationality = canada
Tell me the format for geffen of the united states,SELECT Format FROM table WHERE Label = geffen AND Region = united states
"Tell me the format for worldwide region july 22, 2008","SELECT Format FROM table WHERE Region = worldwide AND Date = july 22, 2008"
Tell me the label for digital download for bonus tracks version,SELECT Label FROM table WHERE Format = digital download AND Edition(s) = bonus tracks version
Which team has a rank of 6?,SELECT Team FROM table WHERE Rank = 6
Name the horsepower for VIN code of h and engine for 351-2v cleveland v8,SELECT Horsepower FROM table WHERE VIN Code = h AND Engine = 351-2v cleveland v8
Name the horsepwer for compression ratio of 9.00:1 and carburetor of 2-barrel and engine 302-2v windsor v8,SELECT Horsepower FROM table WHERE Compression Ratio = 9.00:1 AND Carburetor = 2-barrel AND Engine = 302-2v windsor v8
Tell me the VIN code for compression ratio of 10.50:1,SELECT VIN Code FROM table WHERE Compression Ratio = 10.50:1
Tell me the network for 13 january 2009,SELECT Network FROM table WHERE Premiere = 13 january 2009
Tell me the prize for belgium,SELECT Prize FROM table WHERE Country/Region = belgium
Tell me the 13 january 2009 host,SELECT Host FROM table WHERE Premiere = 13 january 2009
Tell me the host for rtl-tvi,SELECT Host FROM table WHERE Network = rtl-tvi
I want to meet that has a time 2:15.93,SELECT Meet FROM table WHERE Time = 2:15.93
Tell me the location of lithuania 12 october 2013,SELECT Location FROM table WHERE Nationality = lithuania AND Date = 12 october 2013
Tell me the title of work for year more than 2009,SELECT Title of work FROM table WHERE Year > 2009
When was there a Result of 8–0 and a Score of 1–0?,SELECT Date FROM table WHERE Result = 8–0 AND Score = 1–0
"What was the result of Bridgeview, Illinois?","SELECT Result FROM table WHERE Venue = bridgeview, illinois"
"When did a Competition of friendly, and a Score of 2–1, and a Venue of philadelphia , pennsylvania occur?","SELECT Date FROM table WHERE Competition = friendly AND Score = 2–1 AND Venue = philadelphia , pennsylvania"
"What was the score on June 28, 2009?","SELECT Score FROM table WHERE Date = june 28, 2009"
Tell me the nationality of pick 140,SELECT Nationality FROM table WHERE Pick = 140
Tell me the position for pick of 146,SELECT Position FROM table WHERE Pick = 146
Tell me the NHL team for mike gaffney,SELECT NHL team FROM table WHERE Player = mike gaffney
Tell me the nationality of pick of 153,SELECT Nationality FROM table WHERE Pick = 153
Tell me the player for pick of 145,SELECT Player FROM table WHERE Pick = 145
"What tournament took place on October 11, 2013?","SELECT Tournament FROM table WHERE Date = october 11, 2013"
"Which tournament took place on June 18, 2013?","SELECT Tournament FROM table WHERE Date = june 18, 2013"
"What is the average week on November 7, 1976 with an attendance less than 46,735?","SELECT AVG Week FROM table WHERE Date = november 7, 1976 AND Attendance < 46,735"
Who is the opponent for week 5?,SELECT Opponent FROM table WHERE Week = 5
Tell me the highest overall rank for heat rank more than 4 and lane less than 2,SELECT MAX Overall Rank FROM table WHERE Heat Rank > 4 AND Lane < 2
"Who is the partner with a runner-up outcome on April 6, 1992?","SELECT Partner FROM table WHERE Outcome = runner-up AND Date = april 6, 1992"
"What outcome occurs on a hard surface with a score of 4–6, 6–7(3)?","SELECT Outcome FROM table WHERE Surface = hard AND Score = 4–6, 6–7(3)"
"On what date did Lori McNeil play as a partner with a score of 6–7(6), 5–7?","SELECT Date FROM table WHERE Partner = lori mcneil AND Score = 6–7(6), 5–7"
"What is the most losses that the Royals had when they had a percentage over 0.461, won over 86 games, and finished 2nd in 1953?",SELECT MAX Losses FROM table WHERE Percentage > 0.461 AND Wins > 86 AND Finish = 2nd AND Year = 1953
"Tell the opponent of eastbourne with score of 6–0, 5–7, 3–6","SELECT Opponent FROM table WHERE Tournament = eastbourne AND Score = 6–0, 5–7, 3–6"
"Tell me the outcome of 2–6, 1–6","SELECT Outcome FROM table WHERE Score = 2–6, 1–6"
Tell me the surface for eastbourne 14 june 1999,SELECT Surface FROM table WHERE Tournament = eastbourne AND Date = 14 june 1999
Tell me the category for result of won and year more than 2009,SELECT Category FROM table WHERE Result = won AND Year > 2009
Tell me the nominated work larger than 2011,SELECT Nominated work FROM table WHERE Year > 2011
Tell me the result for primetime emmy awards,SELECT Result FROM table WHERE Association = primetime emmy awards
Tell me the 1998 Broadway with barry cavanagh,SELECT 1998 Broadway FROM table WHERE 1999 Broadway = barry cavanagh
Tell me the 1979 Broadway for dana solimando,SELECT 1979 Broadway FROM table WHERE 1999 Broadway = dana solimando
Tell me the character for 1998 drake english,SELECT Character FROM table WHERE 1998 Broadway = drake english
Tell me the 1955 broadcast for kent fletcher,SELECT 1955 broadcast FROM table WHERE 1960 broadcast = kent fletcher
Tell me the 1991 broadway for george rose,SELECT 1991 Broadway FROM table WHERE 1979 Broadway = george rose
What competition was held 1 March 1909?,SELECT Competition FROM table WHERE Date = 1 march 1909
Tell me the total number of gold for total less than 1,SELECT COUNT Gold FROM table WHERE Total < 1
Tell me the model for total production of 1347,SELECT Model FROM table WHERE Total production = 1347
What is the total amount of Gold from guatemala and silver smaller than 0?,SELECT SUM Gold FROM table WHERE Nation = guatemala AND Silver < 0
Tell me the event for 2012 london games,SELECT Event FROM table WHERE Games = 2012 london
Tell me the games for men's 5000 metres,SELECT Games FROM table WHERE Event = men's 5000 metres
When did the w 20-19 happen?,SELECT Date FROM table WHERE Result = w 20-19
What was the attendance of the w 28-13 game?,SELECT Attendance FROM table WHERE Result = w 28-13
Tell me the voting turnout for 1985 general elections,SELECT Voting turnout FROM table WHERE General elections = 1985
What is total number of wins for England?,SELECT SUM Total FROM table WHERE Nation = england
"The Soviet Union has won more than 2 Silver, but how many Bronzes?",SELECT COUNT Bronze FROM table WHERE Nation = soviet union AND Silver > 2
"What are the election totals for David Cook who has 6,963 votes and 21.3 percentage?","SELECT COUNT Election FROM table WHERE Candidate = david cook AND Votes = 6,963 AND Percentage > 21.3"
"Which Alliance Constituency has Seamus Close, position 2 and an election smaller than 1997?",SELECT Constituency FROM table WHERE Party = alliance AND Election < 1997 AND Position = 2 AND Candidate = seamus close
I want the average for evening gown of 7.52 and swimsuit larger than 7.78,SELECT AVG Average FROM table WHERE Evening gown = 7.52 AND Swimsuit > 7.78
Tell me the lowest interview for oklahoma and swimsuit less than 8.8,SELECT MIN Interview FROM table WHERE State = oklahoma AND Swimsuit < 8.8
Tell me the sum of evening gown for average of 9.06 and swimsuit less than 8.76,SELECT SUM Evening gown FROM table WHERE Average = 9.06 AND Swimsuit < 8.76
Tell me the highest interview for north carolina and evening gown more than 7.68,SELECT MAX Interview FROM table WHERE State = north carolina AND Evening gown > 7.68
"Which NCAA Tournament Appearances have Conference Titles that are larger than 0, NCAA Titles of 0, and were coached by Lou Watson?",SELECT NCAA Tourn. Appearances FROM table WHERE Conference Titles > 0 AND NCAA Titles = 0 AND Coach = lou watson
Tell me the category for 2012 and drama league award,SELECT Category FROM table WHERE Year = 2012 AND Award = drama league award
Tell me the highest time for spain and lane larger than 8,SELECT MAX Time FROM table WHERE Country = spain AND Lane > 8
Tell me the average heat rank for time less than 24.02 and lane of 1,SELECT AVG Heat Rank FROM table WHERE Time < 24.02 AND Lane = 1
Tell me the total number of time for heat rank of 1,SELECT COUNT Time FROM table WHERE Heat Rank = 1
What would the LCD screen size and pixels be for the coolpix 5700?,"SELECT LCD screen size, pixels FROM table WHERE Model = coolpix 5700"
What is the lens zoom and aperture for the coolpix 5400?,"SELECT Lens (35mm equiv) zoom, aperture FROM table WHERE Model = coolpix 5400"
What is the average number of rounds when fighting against Clay Guida?,SELECT AVG Round FROM table WHERE Opponent = clay guida
Where was the fight against Gray Maynard?,SELECT Location FROM table WHERE Opponent = gray maynard
What was the result of the 4:27 fight?,SELECT Res. FROM table WHERE Time = 4:27
What was the record at WEC 24?,SELECT Record FROM table WHERE Event = wec 24
What was the result when there were less than 3 rounds against Gil Rael?,SELECT Res. FROM table WHERE Round < 3 AND Opponent = gil rael
What is the amount of assists for richmond kickers and points larger than 24,SELECT SUM Assists FROM table WHERE Club = richmond kickers AND Points > 24
What is the average amount of assists with a rank higher than 6 and goals 10 and the scorer is Robert Ukrop,SELECT AVG Assists FROM table WHERE Rank > 6 AND Goals = 10 AND Scorer = robert ukrop
"Which Tournament has a winner Outcome with a Score of 6–3, 7–5 with Kimberly Po-Messerli as a Partner?","SELECT Tournament FROM table WHERE Outcome = winner AND Score = 6–3, 7–5 AND Partner = kimberly po-messerli"
What is the Outcome of the Los Angeles Tournament when the Partner is Julie Halard?,SELECT Outcome FROM table WHERE Tournament = los angeles AND Partner = julie halard
"On what Date is Alexandra Fusai a Partner with a Score of 4–6, 6–3, 6–1?","SELECT Date FROM table WHERE Partner = alexandra fusai AND Score = 4–6, 6–3, 6–1"
Tell me the home of 2-3,SELECT Home FROM table WHERE Aggregate = 2-3
How much money did the country with 282 stores make in sales?,SELECT Sales (X1000) FROM table WHERE No. of stores = 282
"What is the smallest sales area (m²) that has €4,094/m² and more than 2 stores?","SELECT MIN Sales area (m²) FROM table WHERE Sales per area = €4,094/m² AND No. of stores > 2"
Tell me the average spectators for 2006-06-21 and time more than 21,SELECT AVG Spectators FROM table WHERE Date = 2006-06-21 AND Time(CET) > 21
"Tell me the sum of closed for city of pittsburgh and capacity larger than 59,000","SELECT SUM Closed FROM table WHERE City = pittsburgh AND Capacity > 59,000"
"Tell me the lowest closed for capacity of 62,439","SELECT MIN Closed FROM table WHERE Capacity = 62,439"
Tell me the college/junior club team for pick of 16,SELECT College/junior/club team FROM table WHERE Pick = 16
